1613779200000,2138.93,2142.77,2138.93,2142.21,2.039,1613779259999,4363.60258,12,1.898,4061.55026,0
1613779260000,2142.21,2142.21,2142.21,2142.21,0.000,1613779319999,0.00000,0,0.000,0.00000,0
1613779320000,2142.21,2142.21,2142.21,2142.21,0.930,1613779379999,1992.25530,5,0.000,0.00000,0
1613779380000,2138.94,2138.94,2137.02,2137.02,12.000,1613779439999,25654.73018,21,0.000,0.00000,0
1613779440000,2142.58,2142.73,2141.82,2141.82,1.399,1613779499999,2997.47545,6,1.399,2997.47545,0
1613779500000,2138.85,2138.85,2138.85,2138.85,0.450,1613779559999,962.48250,4,0.000,0.00000,0
1613779560000,2138.85,2138.85,2138.85,2138.85,0.170,1613779619999,363.60450,2,0.000,0.00000,0
1613779620000,2137.02,2137.02,2135.50,2135.50,7.761,1613779679999,16584.56080,34,0.000,0.00000,0
1613779680000,2134.00,2134.00,2134.00,2134.00,0.819,1613779739999,1747.74600,3,0.000,0.00000,0
1613779740000,2134.01,2134.03,2134.00,2134.00,3.181,1613779799999,6788.27263,12,1.181,2520.27263,0
1613779800000,2134.00,2134.00,2132.34,2132.34,2.120,1613779859999,4523.18826,9,0.000,0.00000,0
1613779860000,2132.34,2132.34,2128.80,2128.80,3.975,1613779919999,8470.71531,24,0.789,1681.17527,0
1613779920000,2128.37,2128.37,2124.79,2124.79,3.235,1613779979999,6878.51730,22,1.114,2368.96382,0
1613779980000,2124.79,2124.79,2103.66,2107.24,22.949,1613780039999,48409.35412,48,0.181,381.49366,0
1613780040000,2107.10,2107.87,2093.67,2097.29,9.466,1613780099999,19873.03243,47,0.467,983.48589,0
1613780100000,2096.14,2098.17,2095.60,2097.86,0.744,1613780159999,1559.77774,12,0.744,1559.77774,0
1613780160000,2097.86,2097.86,2091.44,2091.44,2.352,1613780219999,4921.92924,10,0.242,506.79574,0
1613780220000,2092.39,2102.38,2086.19,2102.38,10.930,1613780279999,22895.21927,50,6.563,13767.02178,0
1613780280000,2098.65,2098.65,2092.79,2097.11,1.213,1613780339999,2542.07534,10,0.000,0.00000,0
1613780340000,2097.20,2097.20,2096.70,2097.19,0.187,1613780399999,392.16257,3,0.083,174.06677,0
1613780400000,2096.36,2097.83,2096.36,2097.83,0.245,1613780459999,513.71174,3,0.064,134.26112,0
1613780460000,2098.17,2098.17,2097.77,2098.17,0.145,1613780519999,304.17745,3,0.002,4.19634,0
1613780520000,2098.17,2098.55,2098.17,2098.55,1.142,1613780579999,2396.13560,6,0.067,140.60285,0
1613780580000,2098.49,2098.84,2098.49,2098.79,0.636,1613780639999,1334.77862,6,0.375,787.05227,0
1613780640000,2098.78,2098.99,2098.78,2098.99,1.096,1613780699999,2300.47729,6,1.096,2300.47729,0
1613780700000,2099.56,2101.01,2099.32,2101.01,0.611,1613780759999,1283.03303,5,0.455,955.42250,0
1613780760000,2102.00,2103.40,2102.00,2103.40,0.100,1613780819999,210.25812,3,0.100,210.25812,0
1613780820000,2102.27,2102.27,2098.17,2101.30,6.444,1613780879999,13522.09282,10,0.085,178.63605,0
1613780880000,2101.29,2101.29,2101.08,2101.23,0.280,1613780939999,588.33201,3,0.231,485.37174,0
1613780940000,2102.00,2102.84,2102.00,2102.00,0.419,1613780999999,880.91524,4,0.268,563.51324,0
1613781000000,2100.05,2102.74,2100.04,2102.74,0.977,1613781059999,2053.01188,6,0.818,1718.95972,0
1613781060000,2101.93,2101.93,2101.12,2101.12,0.391,1613781119999,821.74290,4,0.115,241.62880,0
1613781120000,2101.01,2106.95,2099.80,2106.95,2.386,1613781179999,5017.33028,12,2.178,4580.32020,0
1613781180000,2106.89,2108.53,2106.87,2107.02,4.684,1613781239999,9869.61756,14,4.343,9151.12374,0
1613781240000,2107.97,2108.52,2107.02,2108.26,1.443,1613781299999,3042.39250,10,1.264,2665.06737,0
1613781300000,2108.26,2108.26,2108.26,2108.26,0.000,1613781359999,0.00000,0,0.000,0.00000,0
1613781360000,2108.47,2108.53,2108.26,2108.53,1.714,1613781419999,3613.74103,6,0.714,1505.47983,0
1613781420000,2107.19,2112.04,2105.73,2105.74,11.767,1613781479999,24826.59925,17,8.685,18334.63873,0
1613781480000,2109.25,2109.68,2105.79,2109.68,0.565,1613781539999,1190.75656,4,0.200,421.90633,0
1613781540000,2109.68,2112.05,2109.68,2111.69,0.919,1613781599999,1940.04573,6,0.711,1501.01753,0
1613781600000,2111.44,2111.44,2110.79,2110.79,0.342,1613781659999,722.06919,3,0.061,128.75819,0
1613781660000,2111.43,2111.43,2111.43,2111.43,0.117,1613781719999,247.03731,1,0.000,0.00000,0
