1612483200000,1665.83,1665.83,1665.83,1665.83,0.000,1612483259999,0.00000,0,0.000,0.00000,0
1612483260000,1666.19,1677.12,1666.19,1677.12,4.403,1612483319999,7376.69325,15,4.403,7376.69325,0
1612483320000,1677.71,1677.71,1677.71,1677.71,0.802,1612483379999,1345.52342,11,0.802,1345.52342,0
1612483380000,1677.71,1680.46,1674.38,1676.41,2.140,1612483439999,3587.03660,22,1.011,1695.79436,0
1612483440000,1676.41,1676.41,1676.41,1676.41,0.248,1612483499999,415.74968,2,0.248,415.74968,0
1612483500000,1676.41,1680.46,1676.41,1680.46,0.745,1612483559999,1251.20670,13,0.745,1251.20670,0
1612483560000,1680.46,1680.46,1675.26,1675.26,1.130,1612483619999,1894.64392,8,0.305,512.54030,0
1612483620000,1679.87,1683.80,1678.66,1683.80,0.757,1612483679999,1274.03434,10,0.713,1200.16725,0
1612483680000,1683.80,1683.80,1678.66,1678.66,0.790,1612483739999,1326.99041,6,0.164,276.14320,0
1612483740000,1682.62,1683.80,1675.00,1679.85,2.828,1612483799999,4739.08330,24,0.077,129.47358,0
1612483800000,1675.00,1679.65,1675.00,1675.00,6.407,1612483859999,10732.68473,30,0.124,208.11118,0
1612483860000,1675.00,1682.58,1674.77,1680.29,41.214,1612483919999,69331.76007,12,40.094,67455.64664,0
1612483920000,1681.35,1681.35,1680.57,1680.62,1.211,1612483979999,2035.95797,3,1.000,1681.35000,0
1612483980000,1680.15,1680.15,1679.50,1679.50,0.203,1612484039999,341.03340,2,0.057,95.73150,0
1612484040000,1680.64,1680.64,1680.64,1680.64,0.045,1612484099999,75.62880,1,0.045,75.62880,0
1612484100000,1680.87,1682.10,1680.87,1682.10,0.204,1612484159999,343.10190,3,0.173,290.99493,0
1612484160000,1680.91,1682.62,1680.91,1681.27,0.336,1612484219999,565.05095,6,0.184,309.48822,0
1612484220000,1682.62,1699.42,1682.62,1687.66,23.964,1612484279999,40657.96939,37,23.040,39097.43250,0
1612484280000,1686.10,1686.10,1686.10,1686.10,0.109,1612484339999,183.78490,1,0.109,183.78490,0
1612484340000,1685.55,1685.55,1685.55,1685.55,0.157,1612484399999,264.63135,1,0.000,0.00000,0
1612484400000,1686.41,1686.41,1686.41,1686.41,0.056,1612484459999,94.43896,1,0.056,94.43896,0
1612484460000,1686.34,1686.36,1686.34,1686.36,0.231,1612484519999,389.54854,2,0.000,0.00000,0
1612484520000,1686.77,1690.89,1685.37,1687.17,0.223,1612484579999,376.18223,4,0.134,226.03130,0
1612484580000,1686.61,1686.61,1686.61,1686.61,0.147,1612484639999,247.93167,1,0.147,247.93167,0
1612484640000,1686.59,1686.59,1686.47,1686.47,0.190,1612484699999,320.43806,2,0.073,123.12107,0
1612484700000,1687.43,1687.43,1687.31,1687.31,0.114,1612484759999,192.35658,2,0.027,45.56061,0
1612484760000,1687.76,1687.76,1687.76,1687.76,0.153,1612484819999,258.22728,1,0.153,258.22728,0
1612484820000,1687.43,1687.43,1687.31,1687.31,0.241,1612484879999,406.65527,2,0.241,406.65527,0
1612484880000,1687.26,1687.37,1686.88,1686.88,0.241,1612484939999,406.59433,5,0.069,116.41182,0
1612484940000,1686.88,1686.88,1686.88,1686.88,0.000,1612484999999,0.00000,0,0.000,0.00000,0
1612485000000,1686.93,1687.20,1686.39,1686.39,1.624,1612485059999,2738.85981,16,0.226,381.28659,0
1612485060000,1686.39,1691.39,1683.63,1689.24,0.744,1612485119999,1256.75848,17,0.515,870.16098,0
1612485120000,1691.39,1694.59,1691.39,1691.65,0.622,1612485179999,1053.57547,6,0.622,1053.57547,0
1612485180000,1691.57,1691.93,1691.57,1691.93,0.247,1612485239999,417.87215,2,0.096,162.39072,0
1612485240000,1691.69,1692.98,1691.69,1692.98,0.201,1612485299999,340.16142,3,0.164,277.52116,0
1612485300000,1695.54,1696.94,1695.33,1696.94,0.557,1612485359999,944.80337,5,0.557,944.80337,0
1612485360000,1696.94,1696.94,1696.28,1696.28,0.271,1612485419999,459.71630,2,0.037,62.78678,0
1612485420000,1696.57,1696.57,1696.57,1696.57,0.207,1612485479999,351.18999,1,0.207,351.18999,0
1612485480000,1696.40,1696.40,1695.45,1695.45,0.131,1612485539999,222.16813,3,0.028,47.47260,0
1612485540000,1697.05,1697.70,1697.05,1697.70,0.652,1612485599999,1106.89520,2,0.652,1106.89520,0
1612485600000,1696.82,1696.82,1693.66,1694.16,0.285,1612485659999,483.04481,8,0.047,79.75054,0
